Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneauct1,Sexect1,Nomct1,Prénomct1,Voixct1,% Voix/Insct1,% Voix/Expct1,N°Panneauct2,Sexect2,Nomct2,Prénomct2,Voixct2,% Voix/Insct2,% Voix/Expct2
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0016,785,170,"21,66",615,"78,34",53,"6,75","8,62",14,"1,78","2,28",548,"69,81","89,11",1,M,MACRON,Emmanuel,476,"60,64","86,86",2,F,LE PEN,Marine,72,"9,17","13,14"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0017,706,132,"18,70",574,"81,30",49,"6,94","8,54",15,"2,12","2,61",510,"72,24","88,85",1,M,MACRON,Emmanuel,464,"65,72","90,98",2,F,LE PEN,Marine,46,"6,52","9,02"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0018,668,119,"17,81",549,"82,19",45,"6,74","8,20",5,"0,75","0,91",499,"74,70","90,89",1,M,MACRON,Emmanuel,442,"66,17","88,58",2,F,LE PEN,Marine,57,"8,53","11,42"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0019,711,139,"19,55",572,"80,45",38,"5,34","6,64",9,"1,27","1,57",525,"73,84","91,78",1,M,MACRON,Emmanuel,441,"62,03","84,00",2,F,LE PEN,Marine,84,"11,81","16,00"
44,Loire-Atlantique,05,5ème circonscription,44026,Carquefou,0020,711,149,"20,96",562,"79,04",52,"7,31","9,25",13,"1,83","2,31",497,"69,90","88,43",1,M,MACRON,Emmanuel,434,"61,04","87,32",2,F,LE PEN,Marine,63,"8,86","12,68"
44,Loire-Atlantique,05,5ème circonscription,44027,Casson,0001,787,159,"20,20",628,"79,80",75,"9,53","11,94",18,"2,29","2,87",535,"67,98","85,19",1,M,MACRON,Emmanuel,381,"48,41","71,21",2,F,LE PEN,Marine,154,"19,57","28,79"
44,Loire-Atlantique,05,5ème circonscription,44027,Casson,0002,786,141,"17,94",645,"82,06",67,"8,52","10,39",15,"1,91","2,33",563,"71,63","87,29",1,M,MACRON,Emmanuel,419,"53,31","74,42",2,F,LE PEN,Marine,144,"18,32","25,58"
44,Loire-Atlantique,05,5ème circonscription,44028,Le Cellier,0001,1041,226,"21,71",815,"78,29",73,"7,01","8,96",23,"2,21","2,82",719,"69,07","88,22",1,M,MACRON,Emmanuel,540,"51,87","75,10",2,F,LE PEN,Marine,179,"17,20","24,90"
44,Loire-Atlantique,05,5ème circonscription,44028,Le Cellier,0002,839,155,"18,47",684,"81,53",63,"7,51","9,21",18,"2,15","2,63",603,"71,87","88,16",1,M,MACRON,Emmanuel,429,"51,13","71,14",2,F,LE PEN,Marine,174,"20,74","28,86"
44,Loire-Atlantique,05,5ème circonscription,44028,Le Cellier,0003,1041,183,"17,58",858,"82,42",78,"7,49","9,09",15,"1,44","1,75",765,"73,49","89,16",1,M,MACRON,Emmanuel,621,"59,65","81,18",2,F,LE PEN,Marine,144,"13,83","18,82"
44,Loire-Atlantique,10,10ème circonscription,44029,Divatte-sur-Loire,0001,804,200,"24,88",604,"75,12",56,"6,97","9,27",14,"1,74","2,32",534,"66,42","88,41",1,M,MACRON,Emmanuel,384,"47,76","71,91",2,F,LE PEN,Marine,150,"18,66","28,09"
44,Loire-Atlantique,10,10ème circonscription,44029,Divatte-sur-Loire,0002,858,123,"14,34",735,"85,66",71,"8,28","9,66",20,"2,33","2,72",644,"75,06","87,62",1,M,MACRON,Emmanuel,484,"56,41","75,16",2,F,LE PEN,Marine,160,"18,65","24,84"
44,Loire-Atlantique,10,10ème circonscription,44029,Divatte-sur-Loire,0003,791,139,"17,57",652,"82,43",47,"5,94","7,21",32,"4,05","4,91",573,"72,44","87,88",1,M,MACRON,Emmanuel,415,"52,47","72,43",2,F,LE PEN,Marine,158,"19,97","27,57"
44,Loire-Atlantique,10,10ème circonscription,44029,Divatte-sur-Loire,0004,1017,199,"19,57",818,"80,43",68,"6,69","8,31",41,"4,03","5,01",709,"69,71","86,67",1,M,MACRON,Emmanuel,476,"46,80","67,14",2,F,LE PEN,Marine,233,"22,91","32,86"
44,Loire-Atlantique,10,10ème circonscription,44029,Divatte-sur-Loire,0005,803,162,"20,17",641,"79,83",25,"3,11","3,90",44,"5,48","6,86",572,"71,23","89,24",1,M,MACRON,Emmanuel,412,"51,31","72,03",2,F,LE PEN,Marine,160,"19,93","27,97"
44,Loire-Atlantique,10,10ème circonscription,44029,Divatte-sur-Loire,0006,898,205,"22,83",693,"77,17",52,"5,79","7,50",23,"2,56","3,32",618,"68,82","89,18",1,M,MACRON,Emmanuel,423,"47,10","68,45",2,F,LE PEN,Marine,195,"21,71","31,55"
44,Loire-Atlantique,07,7ème circonscription,44030,La Chapelle-des-Marais,0001,991,160,"16,15",831,"83,85",83,"8,38","9,99",22,"2,22","2,65",726,"73,26","87,36",1,M,MACRON,Emmanuel,516,"52,07","71,07",2,F,LE PEN,Marine,210,"21,19","28,93"
44,Loire-Atlantique,07,7ème circonscription,44030,La Chapelle-des-Marais,0002,762,133,"17,45",629,"82,55",64,"8,40","10,17",22,"2,89","3,50",543,"71,26","86,33",1,M,MACRON,Emmanuel,343,"45,01","63,17",2,F,LE PEN,Marine,200,"26,25","36,83"
44,Loire-Atlantique,07,7ème circonscription,44030,La Chapelle-des-Marais,0003,1035,200,"19,32",835,"80,68",110,"10,63","13,17",28,"2,71","3,35",697,"67,34","83,47",1,M,MACRON,Emmanuel,456,"44,06","65,42",2,F,LE PEN,Marine,241,"23,29","34,58"
44,Loire-Atlantique,06,6ème circonscription,44031,La Chapelle-Glain,0001,551,142,"25,77",409,"74,23",29,"5,26","7,09",2,"0,36","0,49",378,"68,60","92,42",1,M,MACRON,Emmanuel,249,"45,19","65,87",2,F,LE PEN,Marine,129,"23,41","34,13"
44,Loire-Atlantique,10,10ème circonscription,44032,La Chapelle-Heulin,0001,1209,257,"21,26",952,"78,74",62,"5,13","6,51",25,"2,07","2,63",865,"71,55","90,86",1,M,MACRON,Emmanuel,647,"53,52","74,80",2,F,LE PEN,Marine,218,"18,03","25,20"
44,Loire-Atlantique,10,10ème circonscription,44032,La Chapelle-Heulin,0002,1134,240,"21,16",894,"78,84",75,"6,61","8,39",31,"2,73","3,47",788,"69,49","88,14",1,M,MACRON,Emmanuel,620,"54,67","78,68",2,F,LE PEN,Marine,168,"14,81","21,32"
44,Loire-Atlantique,08,8ème circonscription,44033,La Chapelle-Launay,0001,1148,144,"12,54",1004,"87,46",117,"10,19","11,65",27,"2,35","2,69",860,"74,91","85,66",1,M,MACRON,Emmanuel,616,"53,66","71,63",2,F,LE PEN,Marine,244,"21,25","28,37"
44,Loire-Atlantique,08,8ème circonscription,44033,La Chapelle-Launay,0002,1112,207,"18,62",905,"81,38",94,"8,45","10,39",35,"3,15","3,87",776,"69,78","85,75",1,M,MACRON,Emmanuel,563,"50,63","72,55",2,F,LE PEN,Marine,213,"19,15","27,45"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0001,1013,218,"21,52",795,"78,48",56,"5,53","7,04",18,"1,78","2,26",721,"71,17","90,69",1,M,MACRON,Emmanuel,624,"61,60","86,55",2,F,LE PEN,Marine,97,"9,58","13,45"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0002,934,187,"20,02",747,"79,98",42,"4,50","5,62",13,"1,39","1,74",692,"74,09","92,64",1,M,MACRON,Emmanuel,583,"62,42","84,25",2,F,LE PEN,Marine,109,"11,67","15,75"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0003,960,199,"20,73",761,"79,27",70,"7,29","9,20",9,"0,94","1,18",682,"71,04","89,62",1,M,MACRON,Emmanuel,603,"62,81","88,42",2,F,LE PEN,Marine,79,"8,23","11,58"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0004,885,183,"20,68",702,"79,32",64,"7,23","9,12",10,"1,13","1,42",628,"70,96","89,46",1,M,MACRON,Emmanuel,520,"58,76","82,80",2,F,LE PEN,Marine,108,"12,20","17,20"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0005,1137,166,"14,60",971,"85,40",94,"8,27","9,68",20,"1,76","2,06",857,"75,37","88,26",1,M,MACRON,Emmanuel,725,"63,76","84,60",2,F,LE PEN,Marine,132,"11,61","15,40"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0006,1034,197,"19,05",837,"80,95",71,"6,87","8,48",22,"2,13","2,63",744,"71,95","88,89",1,M,MACRON,Emmanuel,619,"59,86","83,20",2,F,LE PEN,Marine,125,"12,09","16,80"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0007,889,190,"21,37",699,"78,63",61,"6,86","8,73",20,"2,25","2,86",618,"69,52","88,41",1,M,MACRON,Emmanuel,537,"60,40","86,89",2,F,LE PEN,Marine,81,"9,11","13,11"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0008,1025,214,"20,88",811,"79,12",63,"6,15","7,77",15,"1,46","1,85",733,"71,51","90,38",1,M,MACRON,Emmanuel,614,"59,90","83,77",2,F,LE PEN,Marine,119,"11,61","16,23"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0009,997,177,"17,75",820,"82,25",79,"7,92","9,63",23,"2,31","2,80",718,"72,02","87,56",1,M,MACRON,Emmanuel,623,"62,49","86,77",2,F,LE PEN,Marine,95,"9,53","13,23"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0010,1153,194,"16,83",959,"83,17",72,"6,24","7,51",15,"1,30","1,56",872,"75,63","90,93",1,M,MACRON,Emmanuel,775,"67,22","88,88",2,F,LE PEN,Marine,97,"8,41","11,12"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0011,1039,188,"18,09",851,"81,91",74,"7,12","8,70",18,"1,73","2,12",759,"73,05","89,19",1,M,MACRON,Emmanuel,669,"64,39","88,14",2,F,LE PEN,Marine,90,"8,66","11,86"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0012,1234,233,"18,88",1001,"81,12",79,"6,40","7,89",15,"1,22","1,50",907,"73,50","90,61",1,M,MACRON,Emmanuel,791,"64,10","87,21",2,F,LE PEN,Marine,116,"9,40","12,79"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0013,975,216,"22,15",759,"77,85",59,"6,05","7,77",16,"1,64","2,11",684,"70,15","90,12",1,M,MACRON,Emmanuel,577,"59,18","84,36",2,F,LE PEN,Marine,107,"10,97","15,64"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0014,846,168,"19,86",678,"80,14",67,"7,92","9,88",5,"0,59","0,74",606,"71,63","89,38",1,M,MACRON,Emmanuel,505,"59,69","83,33",2,F,LE PEN,Marine,101,"11,94","16,67"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0015,883,172,"19,48",711,"80,52",52,"5,89","7,31",21,"2,38","2,95",638,"72,25","89,73",1,M,MACRON,Emmanuel,516,"58,44","80,88",2,F,LE PEN,Marine,122,"13,82","19,12"
44,Loire-Atlantique,05,5ème circonscription,44035,La Chapelle-sur-Erdre,0016,788,164,"20,81",624,"79,19",34,"4,31","5,45",17,"2,16","2,72",573,"72,72","91,83",1,M,MACRON,Emmanuel,471,"59,77","82,20",2,F,LE PEN,Marine,102,"12,94","17,80"
44,Loire-Atlantique,06,6ème circonscription,44036,Châteaubriant,0001,1833,491,"26,79",1342,"73,21",94,"5,13","7,00",48,"2,62","3,58",1200,"65,47","89,42",1,M,MACRON,Emmanuel,938,"51,17","78,17",2,F,LE PEN,Marine,262,"14,29","21,83"
44,Loire-Atlantique,06,6ème circonscription,44036,Châteaubriant,0002,1691,421,"24,90",1270,"75,10",96,"5,68","7,56",37,"2,19","2,91",1137,"67,24","89,53",1,M,MACRON,Emmanuel,873,"51,63","76,78",2,F,LE PEN,Marine,264,"15,61","23,22"
44,Loire-Atlantique,06,6ème circonscription,44036,Châteaubriant,0003,1291,334,"25,87",957,"74,13",80,"6,20","8,36",33,"2,56","3,45",844,"65,38","88,19",1,M,MACRON,Emmanuel,625,"48,41","74,05",2,F,LE PEN,Marine,219,"16,96","25,95"
44,Loire-Atlantique,06,6ème circonscription,44036,Châteaubriant,0004,1361,304,"22,34",1057,"77,66",99,"7,27","9,37",39,"2,87","3,69",919,"67,52","86,94",1,M,MACRON,Emmanuel,687,"50,48","74,76",2,F,LE PEN,Marine,232,"17,05","25,24"
44,Loire-Atlantique,06,6ème circonscription,44036,Châteaubriant,0005,1172,352,"30,03",820,"69,97",41,"3,50","5,00",21,"1,79","2,56",758,"64,68","92,44",1,M,MACRON,Emmanuel,558,"47,61","73,61",2,F,LE PEN,Marine,200,"17,06","26,39"
44,Loire-Atlantique,06,6ème circonscription,44036,Châteaubriant,0006,1523,359,"23,57",1164,"76,43",88,"5,78","7,56",59,"3,87","5,07",1017,"66,78","87,37",1,M,MACRON,Emmanuel,707,"46,42","69,52",2,F,LE PEN,Marine,310,"20,35","30,48"
44,Loire-Atlantique,10,10ème circonscription,44037,Château-Thébaud,0001,1097,158,"14,40",939,"85,60",89,"8,11","9,48",11,"1,00","1,17",839,"76,48","89,35",1,M,MACRON,Emmanuel,653,"59,53","77,83",2,F,LE PEN,Marine,186,"16,96","22,17"
44,Loire-Atlantique,10,10ème circonscription,44037,Château-Thébaud,0002,1112,187,"16,82",925,"83,18",84,"7,55","9,08",23,"2,07","2,49",818,"73,56","88,43",1,M,MACRON,Emmanuel,577,"51,89","70,54",2,F,LE PEN,Marine,241,"21,67","29,46"
44,Loire-Atlantique,09,9ème circonscription,44038,Chauvé,0001,1004,192,"19,12",812,"80,88",76,"7,57","9,36",27,"2,69","3,33",709,"70,62","87,32",1,M,MACRON,Emmanuel,426,"42,43","60,08",2,F,LE PEN,Marine,283,"28,19","39,92"
44,Loire-Atlantique,09,9ème circonscription,44038,Chauvé,0002,1066,232,"21,76",834,"78,24",80,"7,50","9,59",32,"3,00","3,84",722,"67,73","86,57",1,M,MACRON,Emmanuel,418,"39,21","57,89",2,F,LE PEN,Marine,304,"28,52","42,11"
44,Loire-Atlantique,09,9ème circonscription,44039,Cheix-en-Retz,0001,745,122,"16,38",623,"83,62",80,"10,74","12,84",12,"1,61","1,93",531,"71,28","85,23",1,M,MACRON,Emmanuel,351,"47,11","66,10",2,F,LE PEN,Marine,180,"24,16","33,90"
44,Loire-Atlantique,09,9ème circonscription,44041,La Chevrolière,0001,782,156,"19,95",626,"80,05",53,"6,78","8,47",24,"3,07","3,83",549,"70,20","87,70",1,M,MACRON,Emmanuel,421,"53,84","76,68",2,F,LE PEN,Marine,128,"16,37","23,32"
44,Loire-Atlantique,09,9ème circonscription,44041,La Chevrolière,0002,844,151,"17,89",693,"82,11",69,"8,18","9,96",27,"3,20","3,90",597,"70,73","86,15",1,M,MACRON,Emmanuel,404,"47,87","67,67",2,F,LE PEN,Marine,193,"22,87","32,33"
44,Loire-Atlantique,09,9ème circonscription,44041,La Chevrolière,0003,989,205,"20,73",784,"79,27",84,"8,49","10,71",16,"1,62","2,04",684,"69,16","87,24",1,M,MACRON,Emmanuel,524,"52,98","76,61",2,F,LE PEN,Marine,160,"16,18","23,39"
44,Loire-Atlantique,09,9ème circonscription,44041,La Chevrolière,0004,809,153,"18,91",656,"81,09",51,"6,30","7,77",19,"2,35","2,90",586,"72,44","89,33",1,M,MACRON,Emmanuel,413,"51,05","70,48",2,F,LE PEN,Marine,173,"21,38","29,52"
44,Loire-Atlantique,09,9ème circonscription,44041,La Chevrolière,0005,832,134,"16,11",698,"83,89",66,"7,93","9,46",20,"2,40","2,87",612,"73,56","87,68",1,M,MACRON,Emmanuel,417,"50,12","68,14",2,F,LE PEN,Marine,195,"23,44","31,86"
44,Loire-Atlantique,10,10ème circonscription,44043,Clisson,0001,889,169,"19,01",720,"80,99",60,"6,75","8,33",19,"2,14","2,64",641,"72,10","89,03",1,M,MACRON,Emmanuel,536,"60,29","83,62",2,F,LE PEN,Marine,105,"11,81","16,38"
44,Loire-Atlantique,10,10ème circonscription,44043,Clisson,0002,787,154,"19,57",633,"80,43",59,"7,50","9,32",25,"3,18","3,95",549,"69,76","86,73",1,M,MACRON,Emmanuel,445,"56,54","81,06",2,F,LE PEN,Marine,104,"13,21","18,94"
44,Loire-Atlantique,10,10ème circonscription,44043,Clisson,0003,932,170,"18,24",762,"81,76",60,"6,44","7,87",18,"1,93","2,36",684,"73,39","89,76",1,M,MACRON,Emmanuel,504,"54,08","73,68",2,F,LE PEN,Marine,180,"19,31","26,32"
44,Loire-Atlantique,10,10ème circonscription,44043,Clisson,0004,966,189,"19,57",777,"80,43",55,"5,69","7,08",24,"2,48","3,09",698,"72,26","89,83",1,M,MACRON,Emmanuel,591,"61,18","84,67",2,F,LE PEN,Marine,107,"11,08","15,33"
44,Loire-Atlantique,10,10ème circonscription,44043,Clisson,0005,886,159,"17,95",727,"82,05",37,"4,18","5,09",28,"3,16","3,85",662,"74,72","91,06",1,M,MACRON,Emmanuel,549,"61,96","82,93",2,F,LE PEN,Marine,113,"12,75","17,07"
44,Loire-Atlantique,10,10ème circonscription,44043,Clisson,0006,854,144,"16,86",710,"83,14",57,"6,67","8,03",16,"1,87","2,25",637,"74,59","89,72",1,M,MACRON,Emmanuel,529,"61,94","83,05",2,F,LE PEN,Marine,108,"12,65","16,95"
44,Loire-Atlantique,06,6ème circonscription,44044,Conquereuil,0001,794,144,"18,14",650,"81,86",53,"6,68","8,15",28,"3,53","4,31",569,"71,66","87,54",1,M,MACRON,Emmanuel,323,"40,68","56,77",2,F,LE PEN,Marine,246,"30,98","43,23"
44,Loire-Atlantique,03,3ème circonscription,44045,Cordemais,0001,897,172,"19,18",725,"80,82",73,"8,14","10,07",18,"2,01","2,48",634,"70,68","87,45",1,M,MACRON,Emmanuel,411,"45,82","64,83",2,F,LE PEN,Marine,223,"24,86","35,17"
44,Loire-Atlantique,03,3ème circonscription,44045,Cordemais,0002,1013,224,"22,11",789,"77,89",84,"8,29","10,65",24,"2,37","3,04",681,"67,23","86,31",1,M,MACRON,Emmanuel,442,"43,63","64,90",2,F,LE PEN,Marine,239,"23,59","35,10"
44,Loire-Atlantique,03,3ème circonscription,44045,Cordemais,0003,771,156,"20,23",615,"79,77",63,"8,17","10,24",23,"2,98","3,74",529,"68,61","86,02",1,M,MACRON,Emmanuel,340,"44,10","64,27",2,F,LE PEN,Marine,189,"24,51","35,73"
44,Loire-Atlantique,09,9ème circonscription,44046,Corsept,0001,1055,255,"24,17",800,"75,83",94,"8,91","11,75",26,"2,46","3,25",680,"64,45","85,00",1,M,MACRON,Emmanuel,453,"42,94","66,62",2,F,LE PEN,Marine,227,"21,52","33,38"
44,Loire-Atlantique,09,9ème circonscription,44046,Corsept,0002,1044,233,"22,32",811,"77,68",85,"8,14","10,48",28,"2,68","3,45",698,"66,86","86,07",1,M,MACRON,Emmanuel,441,"42,24","63,18",2,F,LE PEN,Marine,257,"24,62","36,82"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0001,959,302,"31,49",657,"68,51",116,"12,10","17,66",0,"0,00","0,00",541,"56,41","82,34",1,M,MACRON,Emmanuel,395,"41,19","73,01",2,F,LE PEN,Marine,146,"15,22","26,99"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0002,982,230,"23,42",752,"76,58",77,"7,84","10,24",0,"0,00","0,00",675,"68,74","89,76",1,M,MACRON,Emmanuel,536,"54,58","79,41",2,F,LE PEN,Marine,139,"14,15","20,59"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0003,945,245,"25,93",700,"74,07",95,"10,05","13,57",0,"0,00","0,00",605,"64,02","86,43",1,M,MACRON,Emmanuel,472,"49,95","78,02",2,F,LE PEN,Marine,133,"14,07","21,98"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0004,811,200,"24,66",611,"75,34",102,"12,58","16,69",0,"0,00","0,00",509,"62,76","83,31",1,M,MACRON,Emmanuel,371,"45,75","72,89",2,F,LE PEN,Marine,138,"17,02","27,11"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0005,821,207,"25,21",614,"74,79",84,"10,23","13,68",0,"0,00","0,00",530,"64,56","86,32",1,M,MACRON,Emmanuel,405,"49,33","76,42",2,F,LE PEN,Marine,125,"15,23","23,58"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0006,945,205,"21,69",740,"78,31",101,"10,69","13,65",0,"0,00","0,00",639,"67,62","86,35",1,M,MACRON,Emmanuel,490,"51,85","76,68",2,F,LE PEN,Marine,149,"15,77","23,32"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0007,947,282,"29,78",665,"70,22",90,"9,50","13,53",0,"0,00","0,00",575,"60,72","86,47",1,M,MACRON,Emmanuel,439,"46,36","76,35",2,F,LE PEN,Marine,136,"14,36","23,65"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0008,843,184,"21,83",659,"78,17",98,"11,63","14,87",0,"0,00","0,00",561,"66,55","85,13",1,M,MACRON,Emmanuel,438,"51,96","78,07",2,F,LE PEN,Marine,123,"14,59","21,93"
44,Loire-Atlantique,03,3ème circonscription,44047,Couëron,0009,993,260,"26,18",733,"73,82",79,"7,96","10,78",0,"0,00","0,00",654,"65,86","89,22",1,M,MACRON,Emmanuel,528,"53,17","80,73",2,F,LE PEN,Marine,126,"12,69","19,27"
