Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneauct1,Sexect1,Nomct1,Prénomct1,Voixct1,% Voix/Insct1,% Voix/Expct1,N°Panneauct2,Sexect2,Nomct2,Prénomct2,Voixct2,% Voix/Insct2,% Voix/Expct2
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0642,882,248,"28,12",634,"71,88",45,"5,10","7,10",11,"1,25","1,74",578,"65,53","91,17",1,M,MACRON,Emmanuel,487,"55,22","84,26",2,F,LE PEN,Marine,91,"10,32","15,74"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0643,892,200,"22,42",692,"77,58",66,"7,40","9,54",11,"1,23","1,59",615,"68,95","88,87",1,M,MACRON,Emmanuel,500,"56,05","81,30",2,F,LE PEN,Marine,115,"12,89","18,70"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0651,869,198,"22,78",671,"77,22",48,"5,52","7,15",19,"2,19","2,83",604,"69,51","90,01",1,M,MACRON,Emmanuel,519,"59,72","85,93",2,F,LE PEN,Marine,85,"9,78","14,07"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0652,887,226,"25,48",661,"74,52",44,"4,96","6,66",16,"1,80","2,42",601,"67,76","90,92",1,M,MACRON,Emmanuel,523,"58,96","87,02",2,F,LE PEN,Marine,78,"8,79","12,98"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0653,978,223,"22,80",755,"77,20",55,"5,62","7,28",23,"2,35","3,05",677,"69,22","89,67",1,M,MACRON,Emmanuel,585,"59,82","86,41",2,F,LE PEN,Marine,92,"9,41","13,59"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0654,961,257,"26,74",704,"73,26",44,"4,58","6,25",13,"1,35","1,85",647,"67,33","91,90",1,M,MACRON,Emmanuel,585,"60,87","90,42",2,F,LE PEN,Marine,62,"6,45","9,58"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0655,959,224,"23,36",735,"76,64",46,"4,80","6,26",18,"1,88","2,45",671,"69,97","91,29",1,M,MACRON,Emmanuel,586,"61,11","87,33",2,F,LE PEN,Marine,85,"8,86","12,67"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0661,908,295,"32,49",613,"67,51",58,"6,39","9,46",12,"1,32","1,96",543,"59,80","88,58",1,M,MACRON,Emmanuel,442,"48,68","81,40",2,F,LE PEN,Marine,101,"11,12","18,60"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0662,923,276,"29,90",647,"70,10",44,"4,77","6,80",20,"2,17","3,09",583,"63,16","90,11",1,M,MACRON,Emmanuel,471,"51,03","80,79",2,F,LE PEN,Marine,112,"12,13","19,21"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0663,847,368,"43,45",479,"56,55",46,"5,43","9,60",6,"0,71","1,25",427,"50,41","89,14",1,M,MACRON,Emmanuel,339,"40,02","79,39",2,F,LE PEN,Marine,88,"10,39","20,61"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0664,866,317,"36,61",549,"63,39",36,"4,16","6,56",8,"0,92","1,46",505,"58,31","91,99",1,M,MACRON,Emmanuel,397,"45,84","78,61",2,F,LE PEN,Marine,108,"12,47","21,39"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0671,852,332,"38,97",520,"61,03",33,"3,87","6,35",11,"1,29","2,12",476,"55,87","91,54",1,M,MACRON,Emmanuel,369,"43,31","77,52",2,F,LE PEN,Marine,107,"12,56","22,48"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0672,967,275,"28,44",692,"71,56",62,"6,41","8,96",11,"1,14","1,59",619,"64,01","89,45",1,M,MACRON,Emmanuel,497,"51,40","80,29",2,F,LE PEN,Marine,122,"12,62","19,71"
44,Loire-Atlantique,01,1ère circonscription,44109,Nantes,0673,1040,333,"32,02",707,"67,98",61,"5,87","8,63",20,"1,92","2,83",626,"60,19","88,54",1,M,MACRON,Emmanuel,493,"47,40","78,75",2,F,LE PEN,Marine,133,"12,79","21,25"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0111,863,184,"21,32",679,"78,68",60,"6,95","8,84",17,"1,97","2,50",602,"69,76","88,66",1,M,MACRON,Emmanuel,529,"61,30","87,87",2,F,LE PEN,Marine,73,"8,46","12,13"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0112,1025,251,"24,49",774,"75,51",73,"7,12","9,43",14,"1,37","1,81",687,"67,02","88,76",1,M,MACRON,Emmanuel,616,"60,10","89,67",2,F,LE PEN,Marine,71,"6,93","10,33"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0113,870,227,"26,09",643,"73,91",50,"5,75","7,78",13,"1,49","2,02",580,"66,67","90,20",1,M,MACRON,Emmanuel,551,"63,33","95,00",2,F,LE PEN,Marine,29,"3,33","5,00"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0114,918,207,"22,55",711,"77,45",52,"5,66","7,31",15,"1,63","2,11",644,"70,15","90,58",1,M,MACRON,Emmanuel,578,"62,96","89,75",2,F,LE PEN,Marine,66,"7,19","10,25"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0121,967,252,"26,06",715,"73,94",49,"5,07","6,85",12,"1,24","1,68",654,"67,63","91,47",1,M,MACRON,Emmanuel,588,"60,81","89,91",2,F,LE PEN,Marine,66,"6,83","10,09"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0122,925,221,"23,89",704,"76,11",76,"8,22","10,80",18,"1,95","2,56",610,"65,95","86,65",1,M,MACRON,Emmanuel,552,"59,68","90,49",2,F,LE PEN,Marine,58,"6,27","9,51"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0123,959,250,"26,07",709,"73,93",75,"7,82","10,58",20,"2,09","2,82",614,"64,03","86,60",1,M,MACRON,Emmanuel,535,"55,79","87,13",2,F,LE PEN,Marine,79,"8,24","12,87"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0131,1092,258,"23,63",834,"76,37",83,"7,60","9,95",5,"0,46","0,60",746,"68,32","89,45",1,M,MACRON,Emmanuel,664,"60,81","89,01",2,F,LE PEN,Marine,82,"7,51","10,99"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0132,963,207,"21,50",756,"78,50",61,"6,33","8,07",11,"1,14","1,46",684,"71,03","90,48",1,M,MACRON,Emmanuel,586,"60,85","85,67",2,F,LE PEN,Marine,98,"10,18","14,33"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0133,949,206,"21,71",743,"78,29",58,"6,11","7,81",10,"1,05","1,35",675,"71,13","90,85",1,M,MACRON,Emmanuel,611,"64,38","90,52",2,F,LE PEN,Marine,64,"6,74","9,48"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0134,1001,237,"23,68",764,"76,32",78,"7,79","10,21",8,"0,80","1,05",678,"67,73","88,74",1,M,MACRON,Emmanuel,593,"59,24","87,46",2,F,LE PEN,Marine,85,"8,49","12,54"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0182,559,125,"22,36",434,"77,64",26,"4,65","5,99",6,"1,07","1,38",402,"71,91","92,63",1,M,MACRON,Emmanuel,371,"66,37","92,29",2,F,LE PEN,Marine,31,"5,55","7,71"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0211,1197,316,"26,40",881,"73,60",62,"5,18","7,04",15,"1,25","1,70",804,"67,17","91,26",1,M,MACRON,Emmanuel,729,"60,90","90,67",2,F,LE PEN,Marine,75,"6,27","9,33"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0212,981,352,"35,88",629,"64,12",60,"6,12","9,54",9,"0,92","1,43",560,"57,08","89,03",1,M,MACRON,Emmanuel,480,"48,93","85,71",2,F,LE PEN,Marine,80,"8,15","14,29"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0213,873,376,"43,07",497,"56,93",38,"4,35","7,65",11,"1,26","2,21",448,"51,32","90,14",1,M,MACRON,Emmanuel,365,"41,81","81,47",2,F,LE PEN,Marine,83,"9,51","18,53"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0221,931,235,"25,24",696,"74,76",48,"5,16","6,90",15,"1,61","2,16",633,"67,99","90,95",1,M,MACRON,Emmanuel,508,"54,56","80,25",2,F,LE PEN,Marine,125,"13,43","19,75"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0222,1056,310,"29,36",746,"70,64",60,"5,68","8,04",14,"1,33","1,88",672,"63,64","90,08",1,M,MACRON,Emmanuel,587,"55,59","87,35",2,F,LE PEN,Marine,85,"8,05","12,65"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0223,854,153,"17,92",701,"82,08",44,"5,15","6,28",10,"1,17","1,43",647,"75,76","92,30",1,M,MACRON,Emmanuel,595,"69,67","91,96",2,F,LE PEN,Marine,52,"6,09","8,04"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0224,899,239,"26,59",660,"73,41",49,"5,45","7,42",11,"1,22","1,67",600,"66,74","90,91",1,M,MACRON,Emmanuel,529,"58,84","88,17",2,F,LE PEN,Marine,71,"7,90","11,83"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0231,905,229,"25,30",676,"74,70",57,"6,30","8,43",17,"1,88","2,51",602,"66,52","89,05",1,M,MACRON,Emmanuel,513,"56,69","85,22",2,F,LE PEN,Marine,89,"9,83","14,78"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0232,888,167,"18,81",721,"81,19",54,"6,08","7,49",16,"1,80","2,22",651,"73,31","90,29",1,M,MACRON,Emmanuel,552,"62,16","84,79",2,F,LE PEN,Marine,99,"11,15","15,21"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0233,874,222,"25,40",652,"74,60",50,"5,72","7,67",13,"1,49","1,99",589,"67,39","90,34",1,M,MACRON,Emmanuel,506,"57,89","85,91",2,F,LE PEN,Marine,83,"9,50","14,09"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0234,870,212,"24,37",658,"75,63",38,"4,37","5,78",20,"2,30","3,04",600,"68,97","91,19",1,M,MACRON,Emmanuel,515,"59,20","85,83",2,F,LE PEN,Marine,85,"9,77","14,17"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0241,895,225,"25,14",670,"74,86",67,"7,49","10,00",8,"0,89","1,19",595,"66,48","88,81",1,M,MACRON,Emmanuel,526,"58,77","88,40",2,F,LE PEN,Marine,69,"7,71","11,60"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0242,863,180,"20,86",683,"79,14",68,"7,88","9,96",11,"1,27","1,61",604,"69,99","88,43",1,M,MACRON,Emmanuel,531,"61,53","87,91",2,F,LE PEN,Marine,73,"8,46","12,09"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0243,825,172,"20,85",653,"79,15",48,"5,82","7,35",12,"1,45","1,84",593,"71,88","90,81",1,M,MACRON,Emmanuel,517,"62,67","87,18",2,F,LE PEN,Marine,76,"9,21","12,82"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0244,800,190,"23,75",610,"76,25",67,"8,38","10,98",10,"1,25","1,64",533,"66,63","87,38",1,M,MACRON,Emmanuel,449,"56,13","84,24",2,F,LE PEN,Marine,84,"10,50","15,76"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0251,1027,256,"24,93",771,"75,07",70,"6,82","9,08",18,"1,75","2,33",683,"66,50","88,59",1,M,MACRON,Emmanuel,573,"55,79","83,89",2,F,LE PEN,Marine,110,"10,71","16,11"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0252,987,187,"18,95",800,"81,05",73,"7,40","9,13",16,"1,62","2,00",711,"72,04","88,88",1,M,MACRON,Emmanuel,595,"60,28","83,68",2,F,LE PEN,Marine,116,"11,75","16,32"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0253,1033,244,"23,62",789,"76,38",68,"6,58","8,62",21,"2,03","2,66",700,"67,76","88,72",1,M,MACRON,Emmanuel,574,"55,57","82,00",2,F,LE PEN,Marine,126,"12,20","18,00"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0254,1060,273,"25,75",787,"74,25",74,"6,98","9,40",17,"1,60","2,16",696,"65,66","88,44",1,M,MACRON,Emmanuel,612,"57,74","87,93",2,F,LE PEN,Marine,84,"7,92","12,07"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0261,845,159,"18,82",686,"81,18",48,"5,68","7,00",11,"1,30","1,60",627,"74,20","91,40",1,M,MACRON,Emmanuel,547,"64,73","87,24",2,F,LE PEN,Marine,80,"9,47","12,76"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0262,932,223,"23,93",709,"76,07",67,"7,19","9,45",13,"1,39","1,83",629,"67,49","88,72",1,M,MACRON,Emmanuel,557,"59,76","88,55",2,F,LE PEN,Marine,72,"7,73","11,45"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0263,845,168,"19,88",677,"80,12",55,"6,51","8,12",6,"0,71","0,89",616,"72,90","90,99",1,M,MACRON,Emmanuel,533,"63,08","86,53",2,F,LE PEN,Marine,83,"9,82","13,47"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0264,904,209,"23,12",695,"76,88",67,"7,41","9,64",17,"1,88","2,45",611,"67,59","87,91",1,M,MACRON,Emmanuel,526,"58,19","86,09",2,F,LE PEN,Marine,85,"9,40","13,91"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0311,1176,292,"24,83",884,"75,17",63,"5,36","7,13",11,"0,94","1,24",810,"68,88","91,63",1,M,MACRON,Emmanuel,745,"63,35","91,98",2,F,LE PEN,Marine,65,"5,53","8,02"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0312,980,248,"25,31",732,"74,69",59,"6,02","8,06",12,"1,22","1,64",661,"67,45","90,30",1,M,MACRON,Emmanuel,605,"61,73","91,53",2,F,LE PEN,Marine,56,"5,71","8,47"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0313,1021,239,"23,41",782,"76,59",64,"6,27","8,18",13,"1,27","1,66",705,"69,05","90,15",1,M,MACRON,Emmanuel,630,"61,70","89,36",2,F,LE PEN,Marine,75,"7,35","10,64"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0314,1027,227,"22,10",800,"77,90",56,"5,45","7,00",13,"1,27","1,63",731,"71,18","91,38",1,M,MACRON,Emmanuel,650,"63,29","88,92",2,F,LE PEN,Marine,81,"7,89","11,08"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0331,1013,241,"23,79",772,"76,21",66,"6,52","8,55",14,"1,38","1,81",692,"68,31","89,64",1,M,MACRON,Emmanuel,621,"61,30","89,74",2,F,LE PEN,Marine,71,"7,01","10,26"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0332,961,206,"21,44",755,"78,56",78,"8,12","10,33",13,"1,35","1,72",664,"69,09","87,95",1,M,MACRON,Emmanuel,581,"60,46","87,50",2,F,LE PEN,Marine,83,"8,64","12,50"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0333,940,203,"21,60",737,"78,40",59,"6,28","8,01",11,"1,17","1,49",667,"70,96","90,50",1,M,MACRON,Emmanuel,591,"62,87","88,61",2,F,LE PEN,Marine,76,"8,09","11,39"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0334,929,210,"22,60",719,"77,40",36,"3,88","5,01",18,"1,94","2,50",665,"71,58","92,49",1,M,MACRON,Emmanuel,596,"64,16","89,62",2,F,LE PEN,Marine,69,"7,43","10,38"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0335,829,192,"23,16",637,"76,84",53,"6,39","8,32",7,"0,84","1,10",577,"69,60","90,58",1,M,MACRON,Emmanuel,506,"61,04","87,69",2,F,LE PEN,Marine,71,"8,56","12,31"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0341,954,233,"24,42",721,"75,58",56,"5,87","7,77",20,"2,10","2,77",645,"67,61","89,46",1,M,MACRON,Emmanuel,582,"61,01","90,23",2,F,LE PEN,Marine,63,"6,60","9,77"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0342,896,229,"25,56",667,"74,44",43,"4,80","6,45",11,"1,23","1,65",613,"68,42","91,90",1,M,MACRON,Emmanuel,570,"63,62","92,99",2,F,LE PEN,Marine,43,"4,80","7,01"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0343,954,245,"25,68",709,"74,32",54,"5,66","7,62",13,"1,36","1,83",642,"67,30","90,55",1,M,MACRON,Emmanuel,597,"62,58","92,99",2,F,LE PEN,Marine,45,"4,72","7,01"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0351,950,261,"27,47",689,"72,53",46,"4,84","6,68",19,"2,00","2,76",624,"65,68","90,57",1,M,MACRON,Emmanuel,534,"56,21","85,58",2,F,LE PEN,Marine,90,"9,47","14,42"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0352,931,257,"27,60",674,"72,40",47,"5,05","6,97",14,"1,50","2,08",613,"65,84","90,95",1,M,MACRON,Emmanuel,548,"58,86","89,40",2,F,LE PEN,Marine,65,"6,98","10,60"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0353,925,272,"29,41",653,"70,59",62,"6,70","9,49",17,"1,84","2,60",574,"62,05","87,90",1,M,MACRON,Emmanuel,500,"54,05","87,11",2,F,LE PEN,Marine,74,"8,00","12,89"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0354,1055,235,"22,27",820,"77,73",51,"4,83","6,22",18,"1,71","2,20",751,"71,18","91,59",1,M,MACRON,Emmanuel,687,"65,12","91,48",2,F,LE PEN,Marine,64,"6,07","8,52"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0355,1119,224,"20,02",895,"79,98",59,"5,27","6,59",13,"1,16","1,45",823,"73,55","91,96",1,M,MACRON,Emmanuel,764,"68,28","92,83",2,F,LE PEN,Marine,59,"5,27","7,17"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0361,1067,256,"23,99",811,"76,01",70,"6,56","8,63",16,"1,50","1,97",725,"67,95","89,40",1,M,MACRON,Emmanuel,633,"59,33","87,31",2,F,LE PEN,Marine,92,"8,62","12,69"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0362,830,181,"21,81",649,"78,19",63,"7,59","9,71",15,"1,81","2,31",571,"68,80","87,98",1,M,MACRON,Emmanuel,484,"58,31","84,76",2,F,LE PEN,Marine,87,"10,48","15,24"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0363,913,268,"29,35",645,"70,65",47,"5,15","7,29",13,"1,42","2,02",585,"64,07","90,70",1,M,MACRON,Emmanuel,490,"53,67","83,76",2,F,LE PEN,Marine,95,"10,41","16,24"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0364,1143,268,"23,45",875,"76,55",79,"6,91","9,03",19,"1,66","2,17",777,"67,98","88,80",1,M,MACRON,Emmanuel,665,"58,18","85,59",2,F,LE PEN,Marine,112,"9,80","14,41"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0365,765,260,"33,99",505,"66,01",34,"4,44","6,73",12,"1,57","2,38",459,"60,00","90,89",1,M,MACRON,Emmanuel,386,"50,46","84,10",2,F,LE PEN,Marine,73,"9,54","15,90"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0412,716,174,"24,30",542,"75,70",49,"6,84","9,04",6,"0,84","1,11",487,"68,02","89,85",1,M,MACRON,Emmanuel,401,"56,01","82,34",2,F,LE PEN,Marine,86,"12,01","17,66"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0413,897,188,"20,96",709,"79,04",47,"5,24","6,63",22,"2,45","3,10",640,"71,35","90,27",1,M,MACRON,Emmanuel,562,"62,65","87,81",2,F,LE PEN,Marine,78,"8,70","12,19"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0414,739,188,"25,44",551,"74,56",50,"6,77","9,07",8,"1,08","1,45",493,"66,71","89,47",1,M,MACRON,Emmanuel,424,"57,37","86,00",2,F,LE PEN,Marine,69,"9,34","14,00"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0415,796,161,"20,23",635,"79,77",70,"8,79","11,02",9,"1,13","1,42",556,"69,85","87,56",1,M,MACRON,Emmanuel,488,"61,31","87,77",2,F,LE PEN,Marine,68,"8,54","12,23"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0421,866,183,"21,13",683,"78,87",42,"4,85","6,15",13,"1,50","1,90",628,"72,52","91,95",1,M,MACRON,Emmanuel,540,"62,36","85,99",2,F,LE PEN,Marine,88,"10,16","14,01"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0422,902,203,"22,51",699,"77,49",48,"5,32","6,87",18,"2,00","2,58",633,"70,18","90,56",1,M,MACRON,Emmanuel,555,"61,53","87,68",2,F,LE PEN,Marine,78,"8,65","12,32"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0423,925,177,"19,14",748,"80,86",56,"6,05","7,49",10,"1,08","1,34",682,"73,73","91,18",1,M,MACRON,Emmanuel,618,"66,81","90,62",2,F,LE PEN,Marine,64,"6,92","9,38"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0424,909,221,"24,31",688,"75,69",43,"4,73","6,25",19,"2,09","2,76",626,"68,87","90,99",1,M,MACRON,Emmanuel,571,"62,82","91,21",2,F,LE PEN,Marine,55,"6,05","8,79"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0425,892,204,"22,87",688,"77,13",55,"6,17","7,99",9,"1,01","1,31",624,"69,96","90,70",1,M,MACRON,Emmanuel,567,"63,57","90,87",2,F,LE PEN,Marine,57,"6,39","9,13"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0431,929,197,"21,21",732,"78,79",53,"5,71","7,24",17,"1,83","2,32",662,"71,26","90,44",1,M,MACRON,Emmanuel,598,"64,37","90,33",2,F,LE PEN,Marine,64,"6,89","9,67"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0441,948,227,"23,95",721,"76,05",42,"4,43","5,83",6,"0,63","0,83",673,"70,99","93,34",1,M,MACRON,Emmanuel,606,"63,92","90,04",2,F,LE PEN,Marine,67,"7,07","9,96"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0442,924,219,"23,70",705,"76,30",45,"4,87","6,38",13,"1,41","1,84",647,"70,02","91,77",1,M,MACRON,Emmanuel,594,"64,29","91,81",2,F,LE PEN,Marine,53,"5,74","8,19"
44,Loire-Atlantique,02,2ème circonscription,44109,Nantes,0443,917,219,"23,88",698,"76,12",54,"5,89","7,74",13,"1,42","1,86",631,"68,81","90,40",1,M,MACRON,Emmanuel,583,"63,58","92,39",2,F,LE PEN,Marine,48,"5,23","7,61"
