annee;libelle;code_commune;nb_benef_rsa
2010;Ancenis;44003;195
2013;Ancenis;44003;245
2011;Anetz;44004;21
2013;Anetz;44004;25
2011;Avessac;44007;46
2014;Barbechat;44008;15
2012;Basse-Goulaine;44009;75
2014;Batz-sur-Mer;44010;70
2011;Belligné;44011;22
2012;Bouaye;44018;50
2011;Bouée;44019;10
2013;Bourgneuf-en-Retz;44021;55
2012;Château-Thébaud;44037;18
2011;Châteaubriant;44036;395
2014;Chauvé;44038;35
2012;Chéméré;44040;27
2015;Couffé;44048;20
2013;Crossac;44050;31
2015;Derval;44051;75
2014;Donges;44052;179
2010;Drefféac;44053;30
2014;Fégréac;44057;53
2011;Fégréac;44057;37
2013;Frossay;44061;35
2013;Geneston;44223;36
2015;Gétigné;44063;34
2014;Gorges;44064;51
2012;Gorges;44064;38
2011;Grandchamps-des-Fontaines;44066;43
2012;Grandchamps-des-Fontaines;44066;57
2014;Guérande;44069;309
2010;Herbignac;44072;68
2012;Herbignac;44072;71
2015;Héric;44073;79
2015;Indre;44074;110
2013;Jans;44076;26
2010;Joué-sur-Erdre;44077;22
2011;Joué-sur-Erdre;44077;30
2013;Juigné-des-Moutiers;44078;5
2010;La Baule-Escoublac;44055;342
2011;La Baule-Escoublac;44055;333
2014;La Chapelle-Basse-Mer;44029;69
2014;La Chapelle-Glain;44031;15
2012;La Chapelle-Glain;44031;12
2013;La Chapelle-Launay;44033;18
2012;La Chapelle-Saint-Sauveur;44034;19
2012;La Chevallerais;44221;10
2013;La Grigonnais;44224;18
2014;La Limouzinière;44083;28
2012;La Marne;44090;9
2012;La Meilleraye-de-Bretagne;44095;24
2011;La Plaine-sur-Mer;44126;61
2015;La Planche;44127;35
2015;Lavau-sur-Loire;44080;18
2011;Le Fresne-sur-Loire;44060;15
2012;Le Pallet;44117;31
2011;Le Pellerin;44120;75
2012;Le Pellerin;44120;78
2014;Le Temple-de-Bretagne;44203;16
2011;Les Moutiers-en-Retz;44106;24
2013;Les Touches;44205;32
2013;Louisfert;44085;17
2010;Maisdon-sur-Sèvre;44088;14
2011;Malville;44089;30
2014;Massérac;44092;22
2015;Massérac;44092;26
2015;Maumusson;44093;17
2014;Mauves-sur-Loire;44094;39
2011;Mésanger;44096;35
2011;Mesquer;44097;25
2013;Mesquer;44097;31
2010;Missillac;44098;57
2015;Montrelais;44104;17
2010;Mouais;44105;8
2013;Mouzeil;44107;17
2011;Notre-Dame-des-Landes;44111;14
2015;Nozay;44113;94
2011;Nozay;44113;80
2011;Pannecé;44118;15
2012;Pannecé;44118;16
2014;Paulx;44119;36
2014;Petit-Auverné;44121;15
2015;Petit-Auverné;44121;15
2014;Pont-Saint-Martin;44130;67
2013;Pont-Saint-Martin;44130;51
2014;Pornic;44131;316
2013;Pornichet;44132;261
2014;Pouillé-les-Côteaux;44134;11
2012;Quilly;44139;25
2015;Remouillé;44142;22
2015;Rezé;44143;1706
2013;Rezé;44143;1406
2015;Rougé;44146;49
2010;Rougé;44146;34
2013;Saffré;44149;53
2015;Saint-Étienne-de-Mer-Morte;44157;37
2012;Saint-Fiacre-sur-Maine;44159;10
2013;Saint-Fiacre-sur-Maine;44159;7
2010;Saint-Gildas-des-Bois;44161;39
2011;Saint-Hilaire-de-Chaléons;44164;18
2015;Saint-Jean-de-Boiseau;44166;102
2011;Saint-Jean-de-Boiseau;44166;73
2015;Saint-Joachim;44168;73
2015;Saint-Léger-les-Vignes;44171;16
2013;Saint-Lumine-de-Clisson;44173;24
2011;Saint-Lyphard;44175;45
2011;Saint-Mars-du-Désert;44179;29
2014;Saint-Nazaire;44184;3638
2015;Saint-Nazaire;44184;3761
2013;Saint-Père-en-Retz;44187;77
2014;Saint-Philbert-de-Grand-Lieu;44188;136
2015;Saint-Philbert-de-Grand-Lieu;44188;143
2011;Saint-Sébastien-sur-Loire;44190;441
2014;Saint-Sulpice-des-Landes;44191;18
2015;Sainte-Anne-sur-Brivet;44152;25
2011;Sainte-Luce-sur-Loire;44172;169
2013;Sainte-Reine-de-Bretagne;44189;36
2015;Sautron;44194;128
2011;Sautron;44194;52
2014;Savenay;44195;141
2010;Savenay;44195;97
2014;Sévérac;44196;33
2010;Sion-les-Mines;44197;43
2013;Sion-les-Mines;44197;54
2012;Soudan;44199;32
2013;Soulvache;44200;17
2014;Thouaré-sur-Loire;44204;160
2011;Thouaré-sur-Loire;44204;81
2014;Touvois;44206;40
2014;Trignac;44210;275
2011;Vieillevigne;44216;44
2010;Vigneux-de-Bretagne;44217;47
2014;Villepot;44218;9
2011;Villepot;44218;8
2016;Abbaretz;44001;18
2016;Anetz;44004;8
2016;Arthon-en-Retz;44005;32
2016;Barbechat;44008;6
2016;Derval;44051;47
2016;Guérande;44069;239
2016;La Bernerie-en-Retz;44012;40
2016;La Boissière-du-Doré;44016;5
2016;La Chapelle-Glain;44031;13
2016;La Chapelle-sur-Erdre;44035;216
2016;La Montagne;44101;106
2016;Le Croisic;44049;57
2016;Le Gâvre;44062;21
2016;Les Sorinières;44198;75
2016;Maisdon-sur-Sèvre;44088;13
2016;Marsac-sur-Don;44091;16
2016;Mésanger;44096;25
2016;Pontchâteau;44129;151
2016;Saint-André-des-Eaux;44151;40
2016;Saint-Brevin-les-Pins;44154;171
2016;Saint-Hilaire-de-Chaléons;44164;12
2016;Saint-Mars-de-Coutais;44178;14
2016;Saint-Père-en-Retz;44187;48
2016;Saint-Viaud;44192;20
2016;Sévérac;44196;20
2016;Treffieux;44208;25
2016;Trignac;44210;198
2016;Villepot;44218;10
2017;Batz-sur-Mer;44010;65
2017;Boussay;44022;17
2017;Campbon;44025;25
2017;Corsept;44046;21
2017;Crossac;44050;19
2017;Fay-de-Bretagne;44056;30
2017;Guenrouet;44068;48
2017;Joué-sur-Erdre;44077;25
2017;La Bernerie-en-Retz;44012;39
2017;Le Bignon;44014;19
2017;Le Fresne-sur-Loire;44060;0
2017;Le Landreau;44079;9
2017;Le Pallet;44117;18
2017;Le Pin;44124;8
2017;Ligné;44082;20
2017;Louisfert;44085;12
2017;Malville;44089;22
2017;Notre-Dame-des-Landes;44111;26
2017;Orvault;44114;562
2017;Paulx;44119;22
2017;Petit-Mars;44122;22
2017;Piriac-sur-Mer;44125;39
2017;Plessé;44128;68
2017;Pornic;44131;226
2017;Remouillé;44142;8
2017;Saffré;44149;33
2017;Saint-Aubin-des-Châteaux;44153;31
2017;Saint-Brevin-les-Pins;44154;157
2017;Sainte-Luce-sur-Loire;44172;216
2017;Sainte-Pazanne;44186;35
2017;Saint-Gildas-des-Bois;44161;20
2017;Saint-Jean-de-Boiseau;44166;64
2017;Saint-Lyphard;44175;34
2017;Saint-Malo-de-Guersac;44176;25
2017;Saint-Père-en-Retz;44187;45
2017;Saint-Philbert-de-Grand-Lieu;44188;80
2017;Saint-Sébastien-sur-Loire;44190;438
2017;Saint-Viaud;44192;20
2018;Assérac;44006;27
2018;La Chapelle-Heulin;44032;13
2018;Châteaubriant;44036;381
2018;Maisdon-sur-Sèvre;44088;15
2018;Marsac-sur-Don;44091;15
2018;Massérac;44092;17
2018;Monnières;44100;13
2018;Montoir-de-Bretagne;44103;168
2018;Les Moutiers-en-Retz;44106;22
2018;Oudon;44115;24
2018;Petit-Auverné;44121;10
2018;Piriac-sur-Mer;44125;25
2018;Préfailles;44136;22
2018;Quilly;44139;19
2018;Ruffigné;44148;21
2018;Saffré;44149;33
2018;Saint-Colomban;44155;31
2018;Saint-Jean-de-Boiseau;44166;74
2018;Saint-Lyphard;44175;32
2018;Saint-Nicolas-de-Redon;44185;79
2018;Sautron;44194;76
2018;Sion-les-Mines;44197;40
2018;Les Touches;44205;21
2019;Avessac;44007;47
2019;Clisson;44043;79
2019;Le Gâvre;44062;27
2019;Haute-Goulaine;44071;41
2019;Herbignac;44072;77
2019;Héric;44073;55
2019;Louisfert;44085;10
2019;Lusanger;44086;22
2019;La Montagne;44101;108
2019;Nort-sur-Erdre;44110;107
2019;Petit-Mars;44122;21
2019;Pontchâteau;44129;128
2019;Préfailles;44136;24
2019;Rouans;44145;13
2019;Rougé;44146;29
2019;Saint-Julien-de-Vouvantes;44170;22
2019;Saint-Mars-du-Désert;44179;19
2019;Saint-Michel-Chef-Chef;44182;70
2019;Saint-Nicolas-de-Redon;44185;75
2019;Saint-Viaud;44192;24
2019;Savenay;44195;84
2019;Teillé;44202;13
2019;Vieillevigne;44216;24
2015;Abbaretz;44001;43
2011;Aigrefeuille-sur-Maine;44002;33
2015;Basse-Goulaine;44009;108
2015;Belligné;44011;6
2013;Belligné;44011;30
2013;Blain;44015;203
2011;Bouaye;44018;49
2010;Bouguenais;44020;813
2012;Bouguenais;44020;442
2013;Bouguenais;44020;478
2012;Bouvron;44023;31
2015;Brains;44024;24
2010;Campbon;44025;35
2011;Campbon;44025;40
2013;Campbon;44025;35
2010;Carquefou;44026;177
2015;Casson;44027;20
2015;Château-Thébaud;44037;36
2013;Châteaubriant;44036;507
2013;Chauvé;44038;40
2014;Cheix-en-Retz;44039;5
2011;Cheix-en-Retz;44039;8
2014;Clisson;44043;147
2015;Clisson;44043;153
2013;Corcoué-sur-Logne;44156;41
2012;Cordemais;44045;30
2014;Corsept;44046;25
2012;Corsept;44046;23
2013;Corsept;44046;20
2012;Couëron;44047;332
2013;Couëron;44047;376
2010;Couffé;44048;13
2010;Derval;44051;46
2013;Fégréac;44057;41
2011;Geneston;44223;26
2010;Grand-Auverné;44065;17
2013;Grand-Auverné;44065;22
2013;Héric;44073;60
2015;Jans;44076;23
2012;Joué-sur-Erdre;44077;35
2013;La Baule-Escoublac;44055;374
2015;La Boissière-du-Doré;44016;10
2010;La Chapelle-Basse-Mer;44029;48
2011;La Chapelle-Basse-Mer;44029;48
2010;La Chapelle-des-Marais;44030;53
2015;La Chapelle-des-Marais;44030;70
2011;La Chapelle-Heulin;44032;28
2013;La Chapelle-Saint-Sauveur;44034;16
2014;La Chapelle-sur-Erdre;44035;306
2012;La Chapelle-sur-Erdre;44035;231
2015;La Grigonnais;44224;26
2012;La Grigonnais;44224;16
2010;La Haie-Fouassière;44070;39
2014;La Marne;44090;24
2011;La Marne;44090;13
2010;La Meilleraye-de-Bretagne;44095;20
2015;La Montagne;44101;135
2011;La Planche;44127;24
2011;La Remaudière;44141;12
2012;Lavau-sur-Loire;44080;10
2015;Le Bignon;44014;39
2014;Le Fresne-sur-Loire;44060;17
2012;Le Gâvre;44062;32
2013;Le Loroux-Bottereau;44084;130
2015;Le Pellerin;44120;120
2013;Le Pellerin;44120;83
2012;Le Pin;44124;13
2015;Le Pouliguen;44135;152
2011;Le Temple-de-Bretagne;44203;7
2013;Les Moutiers-en-Retz;44106;27
2012;Les Sorinières;44198;96
2011;Les Touches;44205;19
2010;Louisfert;44085;10
2011;Louisfert;44085;11
2015;Machecoul;44087;182
2013;Machecoul;44087;151
2013;Malville;44089;33
2013;Marsac-sur-Don;44091;26
2014;Mesquer;44097;42
2015;Mesquer;44097;46
2012;Missillac;44098;68
2013;Missillac;44098;73
2014;Monnières;44100;22
2012;Montbert;44102;19
2010;Montoir-de-Bretagne;44103;180
2015;Mouzeil;44107;25
2014;Mouzillon;44108;34
2015;Mouzillon;44108;30
2014;Nantes;44109;15817
2010;Nort-sur-Erdre;44110;105
2011;Nort-sur-Erdre;44110;110
2015;Notre-Dame-des-Landes;44111;30
2013;Noyal-sur-Brutz;44112;7
2010;Nozay;44113;79
2012;Nozay;44113;75
2010;Oudon;44115;43
2015;Pannecé;44118;24
2010;Paulx;44119;16
2012;Paulx;44119;25
2013;Paulx;44119;25
2015;Pont-Saint-Martin;44130;71
2014;Pontchâteau;44129;200
2010;Pontchâteau;44129;151
2013;Pontchâteau;44129;186
2013;Pornic;44131;301
2015;Port-Saint-Père;44133;27
2010;Port-Saint-Père;44133;28
2011;Préfailles;44136;28
2013;Préfailles;44136;34
2014;Prinquiau;44137;26
2010;Prinquiau;44137;19
2014;Rougé;44146;51
2013;Ruffigné;44148;20
2014;Saint-Aignan-Grandlieu;44150;47
2013;Saint-Aignan-Grandlieu;44150;41
2012;Saint-André-des-Eaux;44151;42
2010;Saint-Brevin-les-Pins;44154;195
2010;Saint-Étienne-de-Mer-Morte;44157;29
2014;Saint-Étienne-de-Montluc;44158;63
2014;Saint-Herblain;44162;2026
2011;Saint-Herblain;44162;1545
2014;Saint-Herblon;44163;17
2010;Saint-Herblon;44163;14
2010;Saint-Jean-de-Boiseau;44166;79
2013;Saint-Jean-de-Boiseau;44166;78
2014;Saint-Julien-de-Vouvantes;44170;18
2014;Saint-Léger-les-Vignes;44171;13
2015;Saint-Lumine-de-Coutais;44174;29
2012;Saint-Lumine-de-Coutais;44174;21
2014;Saint-Lyphard;44175;45
2014;Saint-Mars-de-Coutais;44178;37
2015;Saint-Mars-de-Coutais;44178;37
2015;Saint-Mars-du-Désert;44179;58
2015;Saint-Mars-la-Jaille;44180;51
2010;Saint-Michel-Chef-Chef;44182;67
2014;Saint-Molf;44183;31
2015;Saint-Père-en-Retz;44187;85
2010;Saint-Père-en-Retz;44187;66
2012;Saint-Père-en-Retz;44187;80
2012;Saint-Sébastien-sur-Loire;44190;457
2012;Saint-Sulpice-des-Landes;44191;7
2010;Saint-Viaud;44192;22
2010;Sainte-Anne-sur-Brivet;44152;24
2012;Savenay;44195;110
2013;Savenay;44195;135
2014;Soudan;44199;39
2015;Soudan;44199;42
2012;Thouaré-sur-Loire;44204;105
2012;Touvois;44206;27
2013;Touvois;44206;28
2015;Trans-sur-Erdre;44207;17
2014;Treffieux;44208;40
2015;Treffieux;44208;30
2013;Treillières;44209;76
2013;Trignac;44210;264
2012;Varades;44213;64
2014;Vay;44214;24
2015;Vertou;44215;397
2013;Vertou;44215;312
2010;Villepot;44218;6
2015;Vritz;44219;18
2014;Vue;44220;19
2010;Vue;44220;20
2016;Bonnoeuvre;44017;7
2016;Boussay;44022;18
2016;Châteaubriant;44036;370
2016;Château-Thébaud;44037;22
2016;Chéméré;44040;17
2016;Crossac;44050;15
2016;Gorges;44064;27
2016;Machecoul;44087;108
2016;Montbert;44102;14
2016;Montoir-de-Bretagne;44103;185
2016;Paulx;44119;15
2016;Petit-Auverné;44121;11
2016;Prinquiau;44137;13
2016;Rougé;44146;32
2016;Saint-Herblon;44163;18
2016;Sautron;44194;84
2016;Teillé;44202;12
2016;Vigneux-de-Bretagne;44217;31
2017;Besné;44013;20
2017;Bouaye;44018;77
2017;Bouguenais;44020;809
2017;Jans;44076;7
2017;La Chapelle-Glain;44031;11
2017;La Chapelle-sur-Erdre;44035;203
2017;Legé;44081;86
2017;Les Moutiers-en-Retz;44106;19
2017;Montbert;44102;13
2017;Nort-sur-Erdre;44110;97
2017;Paimboeuf;44116;103
2017;Pornichet;44132;186
2017;Pouillé-les-Côteaux;44134;7
2017;Rezé;44143;1259
2017;Saint-Colomban;44155;23
2017;Saint-Étienne-de-Montluc;44158;36
2017;Saint-Fiacre-sur-Maine;44159;8
2017;Saint-Hilaire-de-Chaléons;44164;16
2017;Saint-Lumine-de-Clisson;44173;17
2017;Saint-Vincent-des-Landes;44193;26
2017;Sautron;44194;82
2017;Vallet;44212;78
2017;Vertou;44215;298
2017;Vigneux-de-Bretagne;44217;30
2017;Villeneuve-en-Retz;44021;72
2018;La Bernerie-en-Retz;44012;46
2018;Blain;44015;160
2018;Villeneuve-en-Retz;44021;67
2018;Brains;44024;12
2018;La Chapelle-Launay;44033;11
2018;La Chevrolière;44041;32
2018;Clisson;44043;104
2018;Couëron;44047;307
2018;Erbray;44054;32
2018;Fay-de-Bretagne;44056;25
2018;Ligné;44082;27
2018;Mouzillon;44108;16
2018;Pornic;44131;247
2018;La Remaudière;44141;5
2018;Rezé;44143;1354
2018;Saint-Aignan-Grandlieu;44150;22
2018;Saint-Julien-de-Vouvantes;44170;23
2018;Saint-Philbert-de-Grand-Lieu;44188;74
2018;Soulvache;44200;12
2018;Sucé-sur-Erdre;44201;54
2018;Le Temple-de-Bretagne;44203;6
2018;Vay;44214;19
2018;Vigneux-de-Bretagne;44217;34
2019;Basse-Goulaine;44009;56
2019;Batz-sur-Mer;44010;47
2019;Villeneuve-en-Retz;44021;64
2019;La Chapelle-des-Marais;44030;55
2019;La Chevrolière;44041;36
2019;Derval;44051;35
2019;Gétigné;44063;15
2019;Grandchamps-des-Fontaines;44066;38
2019;Guenrouet;44068;44
2019;Ligné;44082;24
2019;La Meilleraye-de-Bretagne;44095;19
2019;Monnières;44100;12
2019;Nantes;44109;11995
2019;Notre-Dame-des-Landes;44111;20
2019;Noyal-sur-Brutz;44112;6
2019;Oudon;44115;32
2019;Le Pallet;44117;24
2019;Le Pin;44124;9
2019;Pornichet;44132;182
2019;Quilly;44139;12
2019;Remouillé;44142;10
2019;Corcoué-sur-Logne;44156;28
2019;Saint-Molf;44183;24
2019;Sainte-Reine-de-Bretagne;44189;12
2019;Soulvache;44200;13
2019;Sucé-sur-Erdre;44201;48
2019;La Chevallerais;44221;9
2014;La Roche-Blanche;44222;10
2015;La Roche-Blanche;44222;16
2013;La Roche-Blanche;44222;10
2014;La Rouxière;44147;16
2015;La Rouxière;44147;0
2014;Le Bignon;44014;39
2013;Le Fresne-sur-Loire;44060;14
2013;Le Gâvre;44062;42
2015;Le Landreau;44079;27
2014;Le Loroux-Bottereau;44084;130
2010;Le Loroux-Bottereau;44084;88
2011;Le Loroux-Bottereau;44084;100
2015;Le Pin;44124;24
2014;Le Pouliguen;44135;138
2010;Le Pouliguen;44135;116
2013;Le Pouliguen;44135;130
2013;Legé;44081;77
2011;Ligné;44082;34
2010;Lusanger;44086;15
2011;Monnières;44100;14
2012;Monnières;44100;16
2015;Montbert;44102;32
2011;Montrelais;44104;12
2011;Mouzeil;44107;12
2012;Mouzeil;44107;12
2011;Mouzillon;44108;27
2010;Nantes;44109;12766
2012;Notre-Dame-des-Landes;44111;16
2010;Orvault;44114;431
2014;Oudon;44115;47
2010;Paimboeuf;44116;123
2011;Paimboeuf;44116;124
2010;Pannecé;44118;14
2011;Paulx;44119;17
2014;Petit-Mars;44122;35
2015;Petit-Mars;44122;40
2011;Pierric;44123;17
2014;Plessé;44128;111
2010;Pont-Saint-Martin;44130;52
2015;Pouillé-les-Côteaux;44134;13
2011;Pouillé-les-Côteaux;44134;6
2013;Puceul;44138;11
2013;Remouillé;44142;19
2010;Rouans;44145;25
2013;Saint-Aubin-des-Châteaux;44153;35
2014;Saint-Colomban;44155;36
2012;Saint-Colomban;44155;27
2013;Saint-Colomban;44155;32
2015;Saint-Fiacre-sur-Maine;44159;10
2012;Saint-Jean-de-Boiseau;44166;83
2010;Saint-Joachim;44168;62
2011;Saint-Joachim;44168;66
2014;Saint-Julien-de-Concelles;44169;80
2011;Saint-Julien-de-Concelles;44169;63
2011;Saint-Julien-de-Vouvantes;44170;19
2012;Saint-Léger-les-Vignes;44171;7
2011;Saint-Lumine-de-Clisson;44173;19
2013;Saint-Lumine-de-Coutais;44174;20
2015;Saint-Lyphard;44175;41
2011;Saint-Malo-de-Guersac;44176;41
2013;Saint-Malo-de-Guersac;44176;38
2012;Saint-Molf;44183;26
2010;Saint-Nazaire;44184;3069
2014;Saint-Nicolas-de-Redon;44185;78
2012;Saint-Nicolas-de-Redon;44185;78
2013;Saint-Sébastien-sur-Loire;44190;522
2013;Saint-Sulpice-des-Landes;44191;12
2012;Saint-Viaud;44192;24
2013;Sainte-Anne-sur-Brivet;44152;27
2014;Sainte-Luce-sur-Loire;44172;241
2014;Sainte-Pazanne;44186;76
2014;Sainte-Reine-de-Bretagne;44189;40
2014;Sautron;44194;105
2012;Sautron;44194;66
2015;Savenay;44195;130
2011;Soudan;44199;32
2011;Touvois;44206;18
2015;Treillières;44209;104
2010;Trignac;44210;186
2011;Trignac;44210;219
2015;Vallet;44212;145
2011;Vallet;44212;106
2011;Varades;44213;53
2012;Vay;44214;25
2014;Vieillevigne;44216;42
2012;Vieillevigne;44216;51
2014;Vigneux-de-Bretagne;44217;50
2015;Vigneux-de-Bretagne;44217;59
2016;Aigrefeuille-sur-Maine;44002;25
2016;Belligné;44011;17
2016;Carquefou;44026;149
2016;Erbray;44054;27
2016;La Chapelle-des-Marais;44030;47
2016;La Chevrolière;44041;43
2016;La Haie-Fouassière;44070;22
2016;La Meilleraye-de-Bretagne;44095;17
2016;Lavau-sur-Loire;44080;11
2016;Le Loroux-Bottereau;44084;88
2016;Le Pin;44124;11
2016;Legé;44081;78
2016;Les Moutiers-en-Retz;44106;20
2016;Malville;44089;23
2016;Missillac;44098;42
2016;Mouais;44105;7
2016;Nantes;44109;11854
2016;Plessé;44128;83
2016;Port-Saint-Père;44133;24
2016;Préfailles;44136;28
2016;Sainte-Anne-sur-Brivet;44152;13
2016;Saint-Étienne-de-Montluc;44158;42
2016;Saint-Herblain;44162;1496
2016;Saint-Hilaire-de-Clisson;44165;6
2016;Saint-Jean-de-Boiseau;44166;54
2016;Saint-Julien-de-Concelles;44169;52
2016;Saint-Lumine-de-Coutais;44174;12
2016;Saint-Molf;44183;26
2016;Saint-Nazaire;44184;2694
2016;Saint-Sébastien-sur-Loire;44190;448
2016;Savenay;44195;80
2016;Sion-les-Mines;44197;39
2016;Vieillevigne;44216;31
2016;Vue;44220;12
2017;Assérac;44006;22
2017;Avessac;44007;37
2017;Brains;44024;11
2017;Chaumes-en-Retz;44005;61
2017;Chauvé;44038;25
2017;Derval;44051;39
2017;Fégréac;44057;43
2017;Guérande;44069;241
2017;Herbignac;44072;57
2017;La Chapelle-des-Marais;44030;54
2017;La Roche-Blanche;44222;6
2017;Le Temple-de-Bretagne;44203;5
2017;Machecoul-Saint-Même;44087;120
2017;Massérac;44092;15
2017;Missillac;44098;46
2017;Monnières;44100;12
2017;Montoir-de-Bretagne;44103;173
2017;Mouzillon;44108;18
2017;Oudon;44115;26
2017;Pannecé;44118;9
2017;Puceul;44138;5
2017;Saint-Géréon;44160;15
2017;Saint-Herblain;44162;1540
2017;Saint-Julien-de-Concelles;44169;50
2017;Saint-Lumine-de-Coutais;44174;8
2017;Saint-Michel-Chef-Chef;44182;66
2017;Saint-Molf;44183;28
2017;Soulvache;44200;15
2017;Trans-sur-Erdre;44207;9
2017;Trignac;44210;205
2017;Vay;44214;21
2019;Aigrefeuille-sur-Maine;44002;20
2019;Bouaye;44018;74
2019;Bouguenais;44020;865
2019;Brains;44024;14
2019;Casson;44027;14
2019;Divatte-sur-Loire;44029;41
2019;Cheix-en-Retz;44039;5
2019;Couffé;44048;15
2019;Indre;44074;78
2019;Jans;44076;10
2019;Maisdon-sur-Sèvre;44088;12
2019;La Marne;44090;17
2019;Missillac;44098;42
2019;Mouzillon;44108;19
2019;Pont-Saint-Martin;44130;75
2019;Port-Saint-Père;44133;32
2019;Le Pouliguen;44135;112
2019;Puceul;44138;9
2019;La Regrippière;44140;10
2019;Rezé;44143;1351
2019;Riaillé;44144;22
2019;Saint-Aubin-des-Châteaux;44153;34
2019;Saint-Herblain;44162;1653
2019;Saint-Hilaire-de-Clisson;44165;8
2019;Saint-Jean-de-Boiseau;44166;68
2019;Saint-Lumine-de-Clisson;44173;19
2019;Saint-Lyphard;44175;25
2019;Sainte-Pazanne;44186;34
2019;Saint-Sébastien-sur-Loire;44190;422
2019;Saint-Vincent-des-Landes;44193;31
2019;Sévérac;44196;16
2019;Sion-les-Mines;44197;31
2019;Le Temple-de-Bretagne;44203;8
2019;Treffieux;44208;16
2019;Trignac;44210;183
2019;Vay;44214;17
2019;Vertou;44215;292
2018;La Chapelle-des-Marais;44030;52
2018;Donges;44052;139
2018;Frossay;44061;25
2018;Indre;44074;80
2018;Louisfert;44085;8
2018;Mauves-sur-Loire;44094;17
2018;Moisdon-la-Rivière;44099;37
2018;Mouzeil;44107;13
2018;Nantes;44109;11763
2018;Noyal-sur-Brutz;44112;6
2018;Puceul;44138;6
2018;Remouillé;44142;14
2018;Saint-Hilaire-de-Clisson;44165;11
2018;Saint-Michel-Chef-Chef;44182;72
2018;Savenay;44195;74
2018;Soudan;44199;38
2018;Teillé;44202;14
2018;La Grigonnais;44224;14
2012;Arthon-en-Retz;44005;47
2013;Assérac;44006;33
2011;Batz-sur-Mer;44010;58
2011;Besné;44013;23
2012;Besné;44013;33
2013;Besné;44013;36
2010;Blain;44015;177
2014;Blain;44015;219
2014;Bouguenais;44020;926
2015;Bouguenais;44020;940
2015;Bourgneuf-en-Retz;44021;94
2013;Boussay;44022;29
2010;Bouvron;44023;30
2014;Bouvron;44023;42
2013;Bouvron;44023;37
2012;Brains;44024;19
2014;Carquefou;44026;193
2011;Carquefou;44026;168
2013;Carquefou;44026;194
2012;Casson;44027;12
2014;Château-Thébaud;44037;25
2011;Château-Thébaud;44037;13
2012;Châteaubriant;44036;424
2012;Chauvé;44038;28
2010;Cheix-en-Retz;44039;6
2012;Cheix-en-Retz;44039;7
2010;Chéméré;44040;26
2013;Chéméré;44040;26
2013;Clisson;44043;131
2015;Conquereuil;44044;31
2013;Conquereuil;44044;27
2011;Cordemais;44045;28
2010;Corsept;44046;19
2011;Corsept;44046;23
2014;Erbray;44054;49
2015;Erbray;44054;55
2012;Erbray;44054;39
2013;Erbray;44054;43
2011;Fay-de-Bretagne;44056;26
2012;Fay-de-Bretagne;44056;31
2010;Fégréac;44057;39
2011;Fercé;44058;7
2012;Fercé;44058;5
2011;Frossay;44061;36
2015;Grand-Auverné;44065;22
2011;Grand-Auverné;44065;11
2015;Grandchamps-des-Fontaines;44066;56
2014;Guenrouet;44068;65
2015;Guenrouet;44068;72
2011;Guenrouet;44068;53
2014;Haute-Goulaine;44071;52
2013;Herbignac;44072;98
2010;La Bernerie-en-Retz;44012;66
2011;La Bernerie-en-Retz;44012;56
2013;La Chapelle-des-Marais;44030;63
2011;La Chapelle-Glain;44031;14
2013;La Chapelle-Glain;44031;18
2012;La Chapelle-Heulin;44032;24
2011;La Chapelle-Launay;44033;18
2015;La Chapelle-sur-Erdre;44035;327
2011;La Chapelle-sur-Erdre;44035;207
2014;La Chevallerais;44221;6
2010;La Chevallerais;44221;11
2011;La Grigonnais;44224;22
2014;La Haie-Fouassière;44070;34
2015;La Haie-Fouassière;44070;41
2011;La Haie-Fouassière;44070;33
2015;La Marne;44090;22
2014;La Meilleraye-de-Bretagne;44095;30
2011;La Meilleraye-de-Bretagne;44095;19
2011;La Montagne;44101;100
2013;La Montagne;44101;104
2013;La Plaine-sur-Mer;44126;71
2014;La Planche;44127;31
2011;La Regrippière;44140;15
2019;Carquefou;44026;169
2019;La Chapelle-Heulin;44032;11
2019;Châteaubriant;44036;379
2019;Chauvé;44038;16
2019;Corsept;44046;18
2019;Fégréac;44057;35
2019;Issé;44075;35
2019;Juigné-des-Moutiers;44078;5
2019;Machecoul-Saint-Même;44087;134
2019;Mauves-sur-Loire;44094;18
2019;Moisdon-la-Rivière;44099;29
2019;Montrelais;44104;10
2019;Mouzeil;44107;12
2019;Orvault;44114;500
2019;Paimboeuf;44116;80
2019;Le Pellerin;44120;71
2019;Saint-André-des-Eaux;44151;38
2019;Saint-Brevin-les-Pins;44154;170
2019;Saint-Colomban;44155;34
2019;Saint-Léger-les-Vignes;44171;7
2019;Saint-Nazaire;44184;2656
2019;Saint-Philbert-de-Grand-Lieu;44188;71
2019;Thouaré-sur-Loire;44204;122
2019;Vallet;44212;96
2019;Vue;44220;13
2019;La Roche-Blanche;44222;8
2010;La Remaudière;44141;9
2013;La Remaudière;44141;18
2012;La Roche-Blanche;44222;9
2012;La Rouxière;44147;17
2011;La Turballe;44211;93
2013;La Turballe;44211;93
2010;Le Bignon;44014;30
2012;Le Bignon;44014;27
2014;Le Cellier;44028;47
2012;Le Croisic;44049;79
2015;Le Gâvre;44062;35
2010;Le Landreau;44079;19
2012;Le Landreau;44079;28
